_id,mq7,mq135,temperature,humidity,motion,air_quality,co_level,timestamp
69ea067ea426a0b9533736bc,1147,619,31.6,69.6,TRUE,GOOD,LOW CO,2026-04-23T11:46:06.995Z
69ea0684a426a0b9533736bd,1150,622,31.6,69.6,TRUE,GOOD,LOW CO,2026-04-23T11:46:12.995Z
69ea0687a426a0b9533736be,1151,622,31.6,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:15.995Z
69ea068aa426a0b9533736bf,1151,620,31.6,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:18.996Z
69ea068da426a0b9533736c0,1153,617,31.6,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:21.996Z
69ea0690a426a0b9533736c1,1158,616,31.6,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:24.996Z
69ea0693a426a0b9533736c2,1160,614,31.6,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:27.996Z
69ea0696a426a0b9533736c3,1156,621,31.6,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:30.996Z
69ea0699a426a0b9533736c4,1156,623,31.6,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:33.996Z
69ea069ca426a0b9533736c5,1155,623,31.6,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:36.996Z
69ea069fa426a0b9533736c6,1155,622,31.7,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:39.996Z
69ea06a2a426a0b9533736c7,1159,615,31.7,69.7,TRUE,GOOD,LOW CO,2026-04-23T11:46:42.996Z
69ea06a5a426a0b9533736c8,1163,618,31.7,69.6,TRUE,GOOD,LOW CO,2026-04-23T11:46:45.996Z
69ea06a8a426a0b9533736c9,1161,620,31.7,69.6,TRUE,GOOD,LOW CO,2026-04-23T11:46:48.996Z
69ea06aba426a0b9533736ca,1163,620,31.7,69.6,TRUE,GOOD,LOW CO,2026-04-23T11:46:51.996Z
69ea06aea426a0b9533736cb,1160,622,31.7,69.6,TRUE,GOOD,LOW CO,2026-04-23T11:46:54.996Z
69ea06b1a426a0b9533736cc,1162,622,31.7,69.6,TRUE,GOOD,LOW CO,2026-04-23T11:46:57.996Z
69ea06b4a426a0b9533736cd,1169,618,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:00.997Z
69ea06b7a426a0b9533736ce,1172,621,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:03.996Z
69ea06baa426a0b9533736cf,1180,616,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:06.997Z
69ea06bda426a0b9533736d0,1183,619,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:09.996Z
69ea06c0a426a0b9533736d1,1185,615,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:12.997Z
69ea06c3a426a0b9533736d2,1183,620,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:15.997Z
69ea06c6a426a0b9533736d3,1184,621,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:18.997Z
69ea06c9a426a0b9533736d4,1185,633,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:21.997Z
69ea06cca426a0b9533736d5,1184,624,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:24.997Z
69ea06cfa426a0b9533736d6,1186,623,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:27.998Z
69ea06d2a426a0b9533736d7,1182,624,31.7,69.6,TRUE,GOOD,LOW CO,2026-04-23T11:47:30.997Z
69ea06d5a426a0b9533736d8,1184,623,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:33.997Z
69ea06d8a426a0b9533736d9,1192,620,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:36.998Z
69ea06dba426a0b9533736da,1184,622,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:39.998Z
69ea06dea426a0b9533736db,1186,623,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:42.998Z
69ea06e1a426a0b9533736dc,1187,624,31.7,69.5,TRUE,GOOD,LOW CO,2026-04-23T11:47:45.998Z
69ea06e4a426a0b9533736dd,1185,622,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:47:48.998Z
69ea06e7a426a0b9533736de,1187,622,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:47:51.998Z
69ea06eaa426a0b9533736df,1188,623,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:47:54.998Z
69ea06eda426a0b9533736e0,1187,617,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:47:57.998Z
69ea06f0a426a0b9533736e1,1187,623,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:48:00.998Z
69ea06f3a426a0b9533736e2,1190,623,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:48:03.998Z
69ea06f6a426a0b9533736e3,1187,623,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:48:06.999Z
69ea06f9a426a0b9533736e4,1184,623,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:48:09.999Z
69ea06fca426a0b9533736e5,1193,623,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:48:12.998Z
69ea06ffa426a0b9533736e6,1186,622,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:48:15.998Z
69ea0702a426a0b9533736e7,1186,624,31.8,69.4,TRUE,GOOD,LOW CO,2026-04-23T11:48:18.999Z
69ea0708a426a0b9533736e8,1188,619,31.8,69.2,TRUE,GOOD,LOW CO,2026-04-23T11:48:24.999Z
69ea070ba426a0b9533736e9,1188,622,31.9,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:48:27.999Z
69ea070ea426a0b9533736ea,1195,624,31.9,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:48:30.999Z
69ea0711a426a0b9533736eb,1189,624,31.9,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:48:33.999Z
69ea0714a426a0b9533736ec,1189,621,31.9,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:48:36.999Z
69ea0717a426a0b9533736ed,1190,624,31.9,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:48:39.999Z
69ea071aa426a0b9533736ee,1187,627,31.9,69,TRUE,GOOD,LOW CO,2026-04-23T11:48:42.999Z
69ea0720a426a0b9533736ef,1184,629,32,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:48:48.999Z
69ea0723a426a0b9533736f0,1183,631,32,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:48:51.999Z
69ea0726a426a0b9533736f1,1183,628,32,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:48:54.999Z
69ea072aa426a0b9533736f2,1183,624,32,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:48:58.000Z
69ea072da426a0b9533736f3,1183,623,32,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:49:01.000Z
69ea072fa426a0b9533736f4,1182,628,32,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:49:03.999Z
69ea0732a426a0b9533736f5,1174,629,32,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:49:06.999Z
69ea0735a426a0b9533736f6,1177,634,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:49:09.999Z
69ea0739a426a0b9533736f7,1179,621,32.1,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:49:13.000Z
69ea073ca426a0b9533736f8,1178,620,32.1,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:49:16.000Z
69ea073ea426a0b9533736f9,1180,622,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:49:18.999Z
69ea0741a426a0b9533736fa,1182,619,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:49:21.999Z
69ea0745a426a0b9533736fb,1182,624,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:49:24.999Z
69ea0748a426a0b9533736fc,1183,621,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:49:28.000Z
69ea074aa426a0b9533736fd,1185,626,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:49:30.999Z
69ea074ea426a0b9533736fe,1184,633,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:49:34.000Z
69ea0751a426a0b9533736ff,1185,634,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:49:37.000Z
69ea0754a426a0b953373700,1186,634,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:49:40.001Z
69ea0757a426a0b953373701,1183,636,32.1,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:49:43.001Z
69ea075aa426a0b953373702,1175,635,32.1,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:49:46.001Z
69ea075da426a0b953373703,1183,633,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:49:49.000Z
69ea0760a426a0b953373704,1186,625,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:49:52.000Z
69ea0763a426a0b953373705,1184,627,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:49:55.000Z
69ea0766a426a0b953373706,1184,625,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:49:58.000Z
69ea0769a426a0b953373707,1181,628,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:50:01.000Z
69ea076ca426a0b953373708,1183,626,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:50:04.001Z
69ea076fa426a0b953373709,1182,629,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:50:07.000Z
69ea0772a426a0b95337370a,1180,628,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:50:10.001Z
69ea0775a426a0b95337370b,1177,633,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:50:13.001Z
69ea0778a426a0b95337370c,1172,632,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:50:16.001Z
69ea077ba426a0b95337370d,1175,628,32.1,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:50:19.001Z
69ea077ea426a0b95337370e,1172,630,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:50:22.001Z
69ea0784a426a0b95337370f,1175,620,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:50:28.001Z
69ea078aa426a0b953373710,1180,613,32.1,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:50:34.002Z
69ea078da426a0b953373711,1181,620,32.1,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:50:37.002Z
69ea0790a426a0b953373712,1171,627,32.1,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:50:40.001Z
69ea0793a426a0b953373713,1185,624,32.1,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:50:43.003Z
69ea0799a426a0b953373714,1185,628,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:50:49.003Z
69ea079ca426a0b953373715,1183,632,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:50:52.003Z
69ea079fa426a0b953373716,1185,626,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:50:55.003Z
69ea07a2a426a0b953373717,1189,621,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:50:58.003Z
69ea07a5a426a0b953373718,1190,616,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:51:01.003Z
69ea07a8a426a0b953373719,1190,611,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:51:04.003Z
69ea07aba426a0b95337371a,1192,615,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:51:07.003Z
69ea07aea426a0b95337371b,1190,624,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:51:10.003Z
69ea07b1a426a0b95337371c,1191,624,32.1,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:51:13.003Z
69ea07b4a426a0b95337371d,1191,623,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:51:16.002Z
69ea07b7a426a0b95337371e,1188,624,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:51:19.003Z
69ea07baa426a0b95337371f,1193,629,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:51:22.002Z
69ea07bda426a0b953373720,1191,626,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:51:25.003Z
69ea07c0a426a0b953373721,1191,628,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:51:28.003Z
69ea07c3a426a0b953373722,1197,627,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:51:31.003Z
69ea07c6a426a0b953373723,1194,634,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:51:34.003Z
69ea07cca426a0b953373724,1196,627,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:51:40.004Z
69ea07cfa426a0b953373725,1198,627,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:51:43.004Z
69ea07d5a426a0b953373726,1199,623,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:51:49.003Z
69ea07d8a426a0b953373727,1199,621,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:51:52.004Z
69ea07dba426a0b953373728,1200,619,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:51:55.005Z
69ea07dea426a0b953373729,1203,626,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:51:58.005Z
69ea07e1a426a0b95337372a,1198,628,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:01.004Z
69ea07e4a426a0b95337372b,1199,629,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:04.003Z
69ea07e7a426a0b95337372c,1197,632,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:07.004Z
69ea07eaa426a0b95337372d,1195,634,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:52:10.005Z
69ea07eda426a0b95337372e,1197,635,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:13.004Z
69ea07f0a426a0b95337372f,1194,634,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:16.004Z
69ea07f3a426a0b953373730,1197,632,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:52:19.005Z
69ea07f6a426a0b953373731,1198,632,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:22.004Z
69ea07f9a426a0b953373732,1196,635,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:25.004Z
69ea07fca426a0b953373733,1198,632,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:28.004Z
69ea07ffa426a0b953373734,1197,633,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:31.005Z
69ea0802a426a0b953373735,1196,630,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:52:34.005Z
69ea0805a426a0b953373736,1200,633,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:52:37.006Z
69ea0808a426a0b953373737,1199,629,32.1,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:52:40.006Z
69ea080ba426a0b953373738,1198,630,32.1,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:52:43.005Z
69ea080ea426a0b953373739,1199,631,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:52:46.005Z
69ea0811a426a0b95337373a,1199,629,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:52:49.005Z
69ea0814a426a0b95337373b,1198,628,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:52:52.005Z
69ea0817a426a0b95337373c,1196,628,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:52:55.005Z
69ea081aa426a0b95337373d,1198,631,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:52:58.005Z
69ea081da426a0b95337373e,1195,629,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:53:01.005Z
69ea0820a426a0b95337373f,1196,628,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:53:04.005Z
69ea0823a426a0b953373740,1192,630,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:53:07.005Z
69ea0826a426a0b953373741,1190,630,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:53:10.006Z
69ea0829a426a0b953373742,1189,631,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:53:13.006Z
69ea082ca426a0b953373743,1198,628,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:53:16.005Z
69ea082fa426a0b953373744,1191,626,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:53:19.006Z
69ea0832a426a0b953373745,1190,625,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:53:22.007Z
69ea0835a426a0b953373746,1190,626,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:53:25.007Z
69ea0838a426a0b953373747,1189,628,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:53:28.007Z
69ea083ba426a0b953373748,1189,621,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:53:31.007Z
69ea0841a426a0b953373749,1188,624,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:53:37.007Z
69ea0844a426a0b95337374a,1192,622,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:53:40.007Z
69ea0847a426a0b95337374b,1195,623,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:53:43.007Z
69ea084aa426a0b95337374c,1198,623,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:53:46.007Z
69ea084da426a0b95337374d,1198,624,32.3,68.6,TRUE,GOOD,LOW CO,2026-04-23T11:53:49.007Z
69ea0850a426a0b95337374e,1204,623,32.3,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:53:52.007Z
69ea0853a426a0b95337374f,1194,623,32.3,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:53:55.008Z
69ea0856a426a0b953373750,1201,611,32.3,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:53:58.008Z
69ea0859a426a0b953373751,1199,617,32.3,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:54:01.008Z
69ea085ca426a0b953373752,1200,619,32.3,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:54:04.008Z
69ea085fa426a0b953373753,1200,619,32.3,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:54:07.008Z
69ea0862a426a0b953373754,1196,616,32.3,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:54:10.008Z
69ea0865a426a0b953373755,1204,615,32.3,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:54:13.008Z
69ea0868a426a0b953373756,1210,608,32.3,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:54:16.008Z
69ea086ba426a0b953373757,1211,605,32.3,68.4,TRUE,GOOD,LOW CO,2026-04-23T11:54:19.008Z
69ea086ea426a0b953373758,1213,608,32.3,68.5,TRUE,GOOD,LOW CO,2026-04-23T11:54:22.009Z
69ea0871a426a0b953373759,1218,605,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:54:25.008Z
69ea0874a426a0b95337375a,1215,611,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:54:28.009Z
69ea0877a426a0b95337375b,1214,616,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:54:31.009Z
69ea087aa426a0b95337375c,1216,617,32.2,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:54:34.009Z
69ea0880a426a0b95337375d,1218,621,32.2,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:54:40.008Z
69ea0883a426a0b95337375e,1221,614,32.2,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:54:43.009Z
69ea0886a426a0b95337375f,1223,622,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:54:46.008Z
69ea088ca426a0b953373760,1215,637,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:54:52.008Z
69ea088fa426a0b953373761,1215,641,32.1,69,TRUE,GOOD,LOW CO,2026-04-23T11:54:55.008Z
69ea0892a426a0b953373762,1216,640,32.2,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:54:58.008Z
69ea0895a426a0b953373763,1219,635,32.1,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:55:01.010Z
69ea0898a426a0b953373764,1206,637,32.2,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:55:04.009Z
69ea089ba426a0b953373765,1220,630,32.2,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:55:07.009Z
69ea089ea426a0b953373766,1218,634,32.2,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:55:10.036Z
69ea08a1a426a0b953373767,1223,642,32.2,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:55:13.009Z
69ea08a4a426a0b953373768,1222,639,32.2,69.3,TRUE,GOOD,LOW CO,2026-04-23T11:55:16.010Z
69ea08a7a426a0b953373769,1220,652,32.2,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:55:19.009Z
69ea08aaa426a0b95337376a,1216,641,32.2,69.1,TRUE,GOOD,LOW CO,2026-04-23T11:55:22.009Z
69ea08ada426a0b95337376b,1215,642,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:25.009Z
69ea08b0a426a0b95337376c,1214,637,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:28.009Z
69ea08b3a426a0b95337376d,1217,634,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:31.009Z
69ea08b6a426a0b95337376e,1214,643,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:34.010Z
69ea08b9a426a0b95337376f,1213,639,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:37.010Z
69ea08bca426a0b953373770,1215,630,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:40.010Z
69ea08bfa426a0b953373771,1214,629,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:43.010Z
69ea08c2a426a0b953373772,1212,633,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:46.010Z
69ea08c5a426a0b953373773,1224,619,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:49.010Z
69ea08c8a426a0b953373774,1217,629,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:52.010Z
69ea08cba426a0b953373775,1216,626,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:55.010Z
69ea08cea426a0b953373776,1215,631,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:55:58.010Z
69ea08d4a426a0b953373777,1199,644,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:56:04.010Z
69ea08d7a426a0b953373778,1211,643,32.2,69,TRUE,GOOD,LOW CO,2026-04-23T11:56:07.011Z
69ea08daa426a0b953373779,1210,642,32.3,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:56:10.011Z
69ea08dda426a0b95337377a,1213,640,32.3,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:56:13.011Z
69ea08e0a426a0b95337377b,1212,639,32.3,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:56:16.010Z
69ea08e3a426a0b95337377c,1213,638,32.3,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:56:19.011Z
69ea08e6a426a0b95337377d,1211,636,32.3,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:56:22.011Z
69ea08e9a426a0b95337377e,1209,639,32.3,68.9,TRUE,GOOD,LOW CO,2026-04-23T11:56:25.011Z
69ea08eca426a0b95337377f,1213,637,32.3,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:56:28.012Z
69ea08efa426a0b953373780,1209,637,32.3,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:56:31.012Z
69ea08f2a426a0b953373781,1208,637,32.3,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:56:34.013Z
69ea08f5a426a0b953373782,1214,643,32.3,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:56:37.012Z
69ea08f8a426a0b953373783,1216,628,32.4,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:56:40.012Z
69ea08fba426a0b953373784,1215,632,32.4,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:56:43.013Z
69ea08fea426a0b953373785,1214,634,32.4,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:56:46.012Z
69ea0901a426a0b953373786,1209,636,32.4,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:56:49.013Z
69ea0904a426a0b953373787,1216,634,32.4,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:56:52.012Z
69ea0907a426a0b953373788,1224,629,32.4,68.7,TRUE,GOOD,LOW CO,2026-04-23T11:56:55.012Z
69ea090aa426a0b953373789,1225,626,32.4,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:56:58.011Z
69ea090da426a0b95337378a,1221,630,32.4,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:57:01.011Z
69ea0910a426a0b95337378b,1222,630,32.4,68.8,TRUE,GOOD,LOW CO,2026-04-23T11:57:04.012Z
